# Too few sequence #1
# Number of KBar units = 1506
091814 091907 8344.0 8367.0 8344.0 8351.0
091819 091918 8346.0 8367.0 8346.0 8347.0
091819 091919 8346.0 8367.0 8346.0 8349.0
091830 091929 8349.0 8367.0 8346.0 8346.0
091846 091942 8365.0 8367.0 8345.0 8345.0
091846 091944 8365.0 8367.0 8345.0 8345.0
091857 091951 8352.0 8356.0 8345.0 8356.0
091857 091954 8352.0 8361.0 8345.0 8361.0
091857 091956 8352.0 8361.0 8344.0 8344.0
091859 091958 8352.0 8361.0 8343.0 8343.0
091859 091959 8352.0 8361.0 8340.0 8340.0
091906 092000 8350.0 8361.0 8336.0 8336.0
091906 092001 8350.0 8361.0 8336.0 8353.0
091906 092005 8350.0 8361.0 8336.0 8339.0
091906 092006 8350.0 8361.0 8336.0 8353.0
091907 092007 8351.0 8361.0 8335.0 8335.0
091918 092008 8347.0 8361.0 8335.0 8335.0
091918 092010 8347.0 8361.0 8334.0 8334.0
091918 092014 8347.0 8361.0 8334.0 8338.0
091919 092019 8349.0 8361.0 8334.0 8341.0
091929 092021 8346.0 8361.0 8334.0 8343.0
091929 092022 8346.0 8361.0 8334.0 8343.0
091929 092029 8346.0 8361.0 8334.0 8342.0
091942 092031 8345.0 8361.0 8334.0 8342.0
091942 092034 8345.0 8361.0 8334.0 8342.0
091942 092041 8345.0 8361.0 8334.0 8341.0
091944 092043 8345.0 8361.0 8310.0 8310.0
091951 092049 8356.0 8361.0 8310.0 8341.0
091958 092057 8343.0 8353.0 8310.0 8341.0
092000 092100 8336.0 8353.0 8310.0 8343.0
092005 092105 8339.0 8353.0 8310.0 8344.0
092006 092106 8353.0 8353.0 8310.0 8344.0
092014 092114 8338.0 8344.0 8310.0 8341.0
092019 092115 8341.0 8344.0 8310.0 8341.0
092019 092117 8341.0 8353.0 8310.0 8353.0
092029 092123 8342.0 8353.0 8310.0 8343.0
092031 092131 8342.0 8353.0 8310.0 8310.0
092034 092133 8342.0 8353.0 8310.0 8341.0
092041 092137 8341.0 8353.0 8307.0 8307.0
092057 092152 8341.0 8353.0 8307.0 8341.0
092100 092158 8343.0 8353.0 8307.0 8340.0
092114 092209 8341.0 8353.0 8307.0 8341.0
092114 092210 8341.0 8353.0 8307.0 8342.0
092152 092242 8341.0 8344.0 8340.0 8344.0
092152 092245 8341.0 8345.0 8340.0 8345.0
092152 092246 8341.0 8346.0 8340.0 8346.0
092152 092247 8341.0 8346.0 8340.0 8346.0
092209 092305 8341.0 8346.0 8341.0 8345.0
092242 092312 8344.0 8346.0 8344.0 8344.0
092242 092324 8344.0 8346.0 8344.0 8344.0
092242 092325 8344.0 8347.0 8344.0 8347.0
092242 092326 8344.0 8348.0 8344.0 8348.0
092242 092329 8344.0 8361.0 8344.0 8361.0
092242 092330 8344.0 8361.0 8344.0 8349.0
092242 092332 8344.0 8362.0 8344.0 8362.0
092242 092333 8344.0 8365.0 8344.0 8365.0
092242 092342 8344.0 8365.0 8344.0 8353.0
092305 092348 8345.0 8365.0 8344.0 8354.0
092305 092349 8345.0 8368.0 8344.0 8368.0
092324 092420 8344.0 8368.0 8344.0 8353.0
092325 092425 8347.0 8368.0 8347.0 8353.0
092342 092436 8353.0 8368.0 8353.0 8365.0
092342 092437 8353.0 8368.0 8353.0 8365.0
092420 092451 8353.0 8365.0 8353.0 8353.0
092420 092504 8353.0 8365.0 8353.0 8353.0
092420 092508 8353.0 8365.0 8350.0 8350.0
092420 092513 8353.0 8365.0 8350.0 8351.0
092420 092519 8353.0 8365.0 8350.0 8365.0
092451 092538 8353.0 8365.0 8350.0 8352.0
092451 092539 8353.0 8365.0 8350.0 8351.0
092451 092542 8353.0 8368.0 8350.0 8368.0
092538 092636 8352.0 8368.0 8348.0 8348.0
092538 092638 8352.0 8368.0 8346.0 8346.0
092539 092639 8351.0 8368.0 8345.0 8345.0
092542 092640 8368.0 8368.0 8345.0 8362.0
092636 092715 8348.0 8362.0 8345.0 8346.0
092636 092733 8348.0 8362.0 8345.0 8360.0
092640 092740 8362.0 8362.0 8346.0 8348.0
092715 092804 8346.0 8360.0 8346.0 8352.0
